Input,Output
03498,B36-2
03499,B35-1
03500,B36-2
03501,B36-2
03502,B36-2
03503,B36-2
03504,B36-2
03505,B33-1
03506,B15-2
03507,B36-2
03508,B36-2
03509,B36-2
03510,B15-1
03511,B36-2
03512,B15-2
03513,B24-1
03514,B15-2
03515,B36-2
03516,B35-4
03517,B35-4
03518,B35-4
03519,B35-4
03520,B35-4
03521,B36-2
03522,B35-4
03523,B36-2
03524,B36-2
03525,B35-4
03526,B36-2
03527,B36-2
03528,B35-4
03529,B35-4
03530,B35-4
03531,B35-3
03532,B35-1
03533,B35-1
03534,B35-1
03535,B35-1
03536,B35-1
03537,B35-1
03538,B35-1
03539,B35-1
03540,B35-1
03541,B35-1
03542,B35-1
03543,B35-1
03544,B35-1
03545,B35-1
03546,B35-1
03547,B35-1
03548,B35-1
03549,B35-1
03550,B35-1
03551,B35-1
03552,B35-1
03553,B35-1
03554,B35-1
03555,B35-1
03556,B35-1
03557,B35-1
03558,B35-1
03559,B35-1
03560,B35-1
03561,B35-4
03562,B35-4
03563,B35-4
03564,B35-4
03565,B35-4
03566,B35-1
03567,B35-1
03568,B35-1
03569,B35-1
03570,B35-1
03571,B35-1
03572,B35-1
03573,B35-1
03574,B35-1
03575,B35-1
03576,B35-1
03577,B35-1
03578,B35-1
03579,B35-1
03580,B35-1
03581,B35-2
03582,B35-2
03583,B35-2
03584,B35-2
03585,B35-2
03586,B35-2
03587,B35-2
03588,B35-2
03589,B35-2
03590,B35-2
03591,B35-2
03592,B35-2
03593,B35-2
03594,B35-2
03595,B35-2
03596,B35-2
03597,B35-2
03598,B35-2
03599,B35-2
03600,B35-2
03601,B35-2
03602,B35-2
03603,B35-2
03604,B35-2
03605,B35-2
03606,B35-2
03607,B35-2
03608,B35-2
03609,B35-2
03610,B35-2
03611,B35-2
03612,B35-2
03613,B35-4
03614,B35-4
03615,B35-2
03616,B35-2
03617,B35-2
03618,B35-2
03619,B35-2
03620,B35-2
03621,B35-2
03622,B35-2
03623,B35-2
03624,B35-2
03625,B35-2
03626,B35-2
03627,B35-2
03628,B35-4
03629,B35-4
03630,B35-3
03631,B35-3
03632,B35-4
03633,B35-4
03634,B35-4
03635,B35-4
03636,B35-4
03637,B35-4
03638,B35-4
03639,B35-4
03640,B35-4
03641,B35-4
03642,B35-4
03643,B35-4
03644,B35-4
03645,B35-4
03646,B35-4
03647,B35-4
03648,B35-4
03649,B35-4
03650,B35-4
03651,B35-3
03652,B35-3
03653,B35-3
03654,B35-3
03655,B35-4
03656,B35-4
03657,B35-3
03658,B35-4
03659,B35-4
03660,B36-1
03661,B36-1
03662,B36-1
03663,B36-1
03664,B36-1
03665,B36-1
03666,B36-1
03667,B36-1
03668,B36-1
03669,B36-1
03670,B36-1
03671,B36-1
03672,B36-1
03673,B36-1
03674,B36-1
03675,B36-1
03676,B36-1
03677,B36-1
03678,B36-1
03679,B36-1
03680,B36-1
03681,B36-1
03682,B36-1
03683,B36-1
03684,B36-1
03685,B36-1
03686,B36-1
03687,B36-1
03688,B36-1
03689,B36-1
03690,B36-1
03691,B36-1
03692,B36-1
03693,B36-1
03694,B36-1
03695,B36-1
03696,B36-1
03697,B36-1
03698,B36-1
03699,B36-2
03700,B36-2
03701,B36-2
03702,B36-2
03703,B36-2
03704,B36-2
03705,B36-2
03706,B36-2
03707,B36-2
03708,B36-2
03709,B36-2
03710,B36-2
03711,B36-2
03712,B36-2
03713,B36-2
03714,B36-2
03715,B36-2
03716,B36-2
03717,B36-2
03718,B36-2
03719,B36-2
03720,B36-2
03721,B36-2
03722,B36-2
03723,B36-2
03724,B36-2
03725,B36-2
03726,B36-2
03727,B36-2
03728,B36-2
03729,B36-2
03730,B36-2
03731,B36-2
03732,B36-2
03733,B36-2
03734,B36-2
03735,B36-2
03736,B36-2
03737,B36-2
03738,B36-2
03739,B36-2
03740,B36-2
03741,B32-1
03742,B38-2
03743,B31-2
03744,B38-2
03745,B37-4
03746,B39-2
03747,B1-2
03748,B37-3
03749,B37-3
03750,B31-1
03751,B37-1
03752,B37-1
03753,B37-1
03754,B37-1
03755,B37-1
03756,B37-1
03757,B37-1
03758,B37-1
03759,B37-1
03760,B37-1
03761,B37-1
03762,B37-1
03763,B37-1
03764,B37-1
03765,B37-1
03766,B37-1
03767,B37-1
03768,B37-1
03769,B37-1
03770,B37-1
03771,B37-3
03772,B37-3
03773,B37-1
03774,B37-1
03775,B37-1
03776,B37-1
03777,B37-3
03778,B37-1
03779,B37-1
03780,B37-1
03781,B37-3
03782,B37-3
03783,B37-1
03784,B37-2
03785,B37-3
03786,B37-2
03787,B37-2
03788,B37-2
03789,B37-2
03790,B37-2
03791,B37-2
03792,B37-2
03793,B37-2
03794,B37-2
03795,B37-2
03796,B37-2
03797,B37-2
03798,B37-2
03799,B37-2
03800,B37-2
03801,B37-2
03802,B37-2
03803,B37-2
03804,B37-2
03805,B37-2
03806,B37-2
03807,B37-2
03808,B37-2
03809,B37-2
03810,B37-2
03811,B37-2
03812,B37-2
03813,B37-2
03814,B37-2
03815,B37-2
03816,B37-2
03817,B37-2
03818,B37-2
03819,B37-2
03820,B37-2
03821,B37-2
03822,B37-2
03823,B37-2
03824,B37-2
03825,B37-2
03826,B37-2
03827,B37-2
03828,B37-2
03829,B37-2
03830,B37-3
03831,B37-3
03832,B37-4
03833,B37-3
03834,B37-3
03835,B37-3
03836,B37-3
03837,B37-3
03838,B37-4
03839,B37-4
03840,B37-3
03841,B37-3
03842,B37-3
03843,B37-3
03844,B37-3
03845,B37-3
03846,B37-3
03847,B37-3
03848,B37-3
03849,B37-3
03850,B37-3
03851,B37-3
03852,B37-3
03853,B37-3
03854,B37-3
03855,B37-3
03856,B37-3
03857,B37-3
03858,B37-3
03859,B37-3
03860,B37-3
03861,B37-4
03862,B37-4
03863,B38-1
03864,B38-1
03865,B38-1
03866,B38-1
03867,B38-1
03868,B38-1
03869,B38-1
03870,B38-1
03871,B38-1
03872,B38-1
03873,B38-1
03874,B38-1
03875,B38-1
03876,B38-1
03877,B33-1
03878,None
03879,None
03880,None
03881,None
03882,None
03883,None
03884,None
03885,None
03886,None
03887,B39-2
03888,B8-1
03889,B39-4
03890,B39-4
03891,B39-4
03892,B39-3
03893,B39-1
03894,B39-3
03895,B39-3
03896,B39-3
03897,B39-3
